类别,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
体育,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.466666666666666,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.4,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,5.8,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.4,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,5.8,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.85,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.2800000000000002,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.6285714285714286,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,5.8,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,1.96,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,5.8,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,4.2,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,6.7,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.175,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,1.2742857142857142,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,5.8,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,5.8,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.5181818181818185,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.128571428571428,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.783333333333333,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.4,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,1.6857142857142857,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,5.8,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.2300000000000004,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,5.8,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.6285714285714286,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.35,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,5.8,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.4,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,5.8,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.92,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,5.8,2.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,5.8,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.4,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.4,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.066666666666667,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,6.7,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.4,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,6.7,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.2800000000000002,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.4,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,5.8,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.725,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.9,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.92,10.6,10.6,10.6,10.6
家居,10.6,10.6,4.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,2.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,6.7,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,3.4,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,5.8,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,5.8,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,5.8,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,2.2,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
家居,10.6,10.6,5.8,10.6,10.6,10.6,10.6
家居,10.6,10.6,10.6,10.6,10.6,10.6,10.6
